Opportunity Name,OP Number,Brand Vertical Classification
McDonalds OMD US HCM Crispy Chicken Q1'21 OP006862,OP006862,Quick Service Restaurant (QSR)
FOX TH Zenith/APEX Canada Kingsman: The Golden Circle Q3'17 OP002178,OP002178,Arts & Entertainment
Western Michigan University EchoPoint US Graduate School Q1-Q2'21 OP006860,OP006860,Education
Red Lobster Spark/APEX US Daily Deals+Lobsterfest + New Menu Q1-Q2'21 OP006859,OP006859,Quick Service Restaurant (QSR)
Whirlpool Digitas/APEX US Maytag March Incremental Q1'18 OP002560,OP002560,Home & Garden
Diageo PHD MX Channel Science Test_Q1 2021 OP006932,OP006932,Alcohol/LDA
Olive Garden Starcom/APEX US Never Ending Pasta Q3'17 OP002182,OP002182,Quick Service Restaurant (QSR)
Qualcomm Neo-Mindshare US Snapdragon ILAAS Q1-Q3'21 OP006785,OP006785,Technology & Computing
Prudential: Spirit of Community USA Q3-Q4 2017 OP002185,OP002185,"Business, Finance, Real Estate"
Apple OMD US ATV+ Pirate Trailer_ILAAMS Q4'20 OP006815,OP006815,Arts & Entertainment
McDonalds: Charlotte Q1-Q4 2017 OP001827,OP001827,Quick Service Restaurant (QSR)
Starbucks Spark/APEX US Phase 2 Caffe Latte Q1'18 OP002201,OP002201,CPG/Food & Drink
Shure: Jan-Apr 2017 OLV Campaign OP001647,OP001647,Technology & Computing
Essilor OMD USA Masterbrand Q4'17 OP002213,OP002213,Health & Fitness
Grupo Bimbo Starcom/APEX US BBU Thomas Mini Croissants Q3'21 OP006896,OP006896,CPG/Food & Drink
Confidential Client MBMG US Media Gaming/Geek Culture Q4'18 OP002819,OP002819,Arts & Entertainment
Lowe's Starcom/APEX USA TrueView+Bumper PNT Q3-Q4'17 OP002210,OP002210,Home & Garden
Local Now Publicis/APEX App Install (OTT/Mobile only) Q2'20 OP004746,OP004746,Technology & Computing
Headblade ICON US Influencer Q1'18 OP002216,OP002216,CPG
Barilla WASA Q2 2017 - Q3 2017 Proactive Proposal OP001660,OP001660,
Covered CA Casanova/McCann USA HSL Open Enrollment 5 Q4 17' - Q1 18' OP001998,OP001998,Health & Fitness
Luxottica Publicis/APEX US Lenscrafters FY'21 OP006928,OP006928,"Retail, Style & Fashion"
Jimmy Johns KSM USA 2H Partnerships Q3-Q4'17 OP002035,OP002035,
eBay Blue 449/APEX US Brand Phase II Q3'17 OP002050,OP002050,"Retail, Style & Fashion"
Grupo Bimbo Starcom/APEX US BBU Entenmann's Cookie Little Bites Q1-Q2'21 OP006895,OP006895,CPG/Food & Drink
Grupo Bimbo Starcom/APEX US ABO Whole Grains Bread Q3-Q4'17 OP001907,OP001907,CPG/Food & Drink
Merrick Publicis/APEX US Raw Coated Programmatic Q1-Q2'21 OP007113,OP007113,CPG
Luxottica Publicis/APEX DMA Pearle Vision FY21 OP006897,OP006897,"Retail, Style & Fashion"
Southwest Airlines Spark Foundry FL FORT LAUDERDALE AND MIAMI FY'18 OP002777,OP002777,Travel & Tourism
Southwest Airlines Spark Foundry ATLANTA FY'18 OP002779,OP002779,Travel & Tourism
Honda Delaware Valley Spark/APEX Fringe Price Q1'21 OP007130,OP007130,Automotive
Hasbro OMD US Kids Gaming Portfolio Q1-Q2'17 OP001605,OP001605,CPG
Honda Delaware Valley Spark/APEX US Philly Grad Offer Q2-Q4'18 OP002786,OP002786,Automotive
Cacique Cheese Deutsch DMA CTV Campaign FY'21 OP006929,OP006929,CPG/Food & Drink
Campbell's Spark/APEX US Goldfish Director's Mix Q1-Q3'21 OP006963,OP006963,CPG/Food & Drink
Spin Master Initiative US Monster Jam RC Fall Q3-Q4'20 OP005489,OP005489,CPG
Spin Master Initiative US Ninja Bots Fall Q3-Q4'20 OP005488,OP005488,CPG
DPSG: Diet Dr. Pepper Initiative US DDP Base Q1-Q3'17 OP001590,OP001590,CPG/Food & Drink
Mattel OMD US Barbie New Business Pitch Q2-Q4'18 OP002731,OP002731,CPG
eBay Blue 449/APEX US Brand Primetime Q4'17 OP002215,OP002215,"Retail, Style & Fashion"
iRobot Spark/APEX USA Braava Holiday Q4'17 OP002190,OP002190,Home & Garden
Tanger Outlets Campaign 2017 OP001563,OP001563,
Amelie CDPHE Denver High Costs Marijuana Q4'18-Q3'19 OP003151,OP003151,Education
Lowe's Starcom/APEX USA TrueView+Bumper APP Q3-Q4'17 OP002205,OP002205,Home & Garden
TikTok Publicis/APEX US Tune In Event Q4'20 OP006807,OP006807,Arts & Entertainment
Grupo Bimbo Starcom/APEX US BBU Thomas Pick Me Ups Q3-Q4'21 OP006926,OP006926,CPG/Food & Drink
KFC Spark/APEX USA Flavors Q3-Q4 2017 OP002196,OP002196,Quick Service Restaurant (QSR)
Pizza Hut Blue 449/APEX US King Hot Q4 2017 OP002203,OP002203,Quick Service Restaurant (QSR)
Mastercard Carat US Channel Science Respect Campaign Q1'21 OP006802,OP006802,"Business, Finance, Real Estate"
The Walking Dead S8A Media Allegory US Q4 2017 OP002187,OP002187,Arts & Entertainment
Invisalign Publicis/APEX US Teens Non-Skip Q1'21 OP006920,OP006920,Health & Fitness
Lyft Blue449/APEX US College Campaign Los Angeles LAX Q3'18 OP003029,OP003029,Automotive
Kellogg's Starcom/APEX Canada Frosted Flakes Q4'18 OP003008,OP003008,CPG/Food & Drink
Ace Hardware Spark/APEX US Contextual OLV Test Q4'18 OP003038,OP003038,Home & Garden
Lyft Blue449/APEX US College Campaign Phoenix Q3'18 OP003025,OP003025,Automotive
Spin Master Initiative US Hatchimals Interactive Hatchibabies Q1-Q2'19 OP003003,OP003003,CPG
LG OMnet US GMC Signature Activity Q3-Q4'21 OP009409,OP009409,Energy Oil/Gas
Lyft Blue449/APEX US LA Santa Monica Q3 Q4'18 OP003036,OP003036,Automotive
Spin Master Initiative US Hatchimals Colleggtibles Q1-Q2'19 OP003002,OP003002,CPG
Kellogg's Starcom/APEX Canada Froot Loops Q3-Q4'18 OP003011,OP003011,CPG/Food & Drink
Lyft Blue449/APEX US College Campaign Boston Q3'18 OP003024,OP003024,Automotive
Spin Master Initiative US Paw Patrol Ultimate Construction Truck Ride n Rescue Q1'19 OP002998,OP002998,CPG
Lyft Blue449/APEX US College Campaign Las Vegas Q3'18 OP003033,OP003033,Automotive
Kellogg's Starcom/APEX Canada Rice Krispies Treats Snack Bars Q4'18 OP003012,OP003012,CPG/Food & Drink
Lyft Blue449/APEX US College Campaign Reno NV Q3'18 OP003022,OP003022,Automotive
Lyft Blue449/APEX US College Campaign San Francisco Q3'18 OP003026,OP003026,Automotive
Lyft Blue449/APEX US College Campaign Washington DC Q3'18 OP003021,OP003021,Automotive
Kellogg's Starcom/APEX Canada Pringles Q4'18 OP003013,OP003013,CPG/Food & Drink
Pizza Hut Blue 449/APEX US Loyalty Campaign Q3'18 OP002997,OP002997,Quick Service Restaurant (QSR)
Apple OMD US iPad_Mighty Mouse ILAAS Q3'21 OP009383,OP009383,Technology & Computing
Kellogg's Starcom/APEX Canada All Bran Q3-Q4'18 OP003010,OP003010,CPG/Food & Drink
Paper and Packaging Board Starcom/APEX US OLV FY'19 OP003037,OP003037,"Business, Finance, Real Estate"
Lyft Blue449/APEX US College Campaign San Jose Q3'18 OP003028,OP003028,Automotive
4c Partners GO US VA Election Q3'21 OP009398,OP009398,"Law, Govt & Politics"
Lyft Blue449/APEX US College Campaign ESM Digital Q3'18 OP003032,OP003032,Automotive
Novartis Starcom/APEX US Gilenya Q1-Q2'19 OP003146,OP003146,Health & Fitness
Shakey's MGMB US Awareness FY'19 OP003001,OP003001,Quick Service Restaurant (QSR)
AEB Starcom/APEX US Holiday Q4'18 OP002996,OP002996,CPG/Food & Drink
Regions Bank Sapient US Bigger Than Banking Q3-Q4'18 OP003027,OP003027,"Business, Finance, Real Estate"
Kellogg's Starcom/APEX Canada Eggos Q3-Q4'18 OP003007,OP003007,CPG/Food & Drink
Spin Master Initiative US Monster Jam Q1-Q2'19 OP003034,OP003034,CPG
TJX Starcom/APEX Canada Multiple Campaigns Q3-Q4'18 OP003015,OP003015,"Retail, Style & Fashion"
Lyft Blue449/APEX US College Campaign NY NJ (JUNY) Q3'18 OP003030,OP003030,Automotive
Starbucks Starcom/APEX US Starbucks Plus Q4'18 OP002995,OP002995,CPG/Food & Drink
Spin Master Initiative US Lollipets Q1-Q2'19 OP003031,OP003031,CPG
Lyft Blue449/APEX US College Campaign Miami Q3'18 OP003035,OP003035,Automotive
Spin Master Initiative US Off the Hook Style Dolls & Dream Wardrobe Q1-Q2'19 OP003005,OP003005,CPG
Kellogg's Starcom/APEX Canada Special K Q4'18 OP003009,OP003009,CPG/Food & Drink
Spin Master Initiative US Cool Maker KumiKreator Q1-Q2'19 OP003006,OP003006,CPG
Spin Master Initiative US Rusty Rivets  Super Charged Kart Q1'19 OP002999,OP002999,CPG
LG OMnet US DMAs GMC ThinQ Activity Q3-Q4'21 OP009407,OP009407,Energy Oil/Gas
Spin Master Initiative US Party Poteenies Surprise Popper Q1'19 OP003004,OP003004,CPG
Spin Master Initiative US Twisty Petz Refresh Q1'19 OP003000,OP003000,CPG
Lyft Blue449/APEX US College Campaign Penn/Del Q3'18 OP003023,OP003023,Automotive
The Carlos Watson Show OZY Media US Juneteenth Special & Real Talk Q2-Q3'21 OP009384,OP009384,Arts & Entertainment
Spin Master Initiative US HTTYD Fire Breathing Toothless & Riker Q1-Q2'19 OP003020,OP003020,CPG
Lyft Blue449/APEX US College Campaign Brooklyn Q3'18 OP003062,OP003062,Automotive
Lyft Blue449/APEX US College Campaign Atlanta Q3'18 OP003054,OP003054,Automotive
Lyft Blue449/APEX US College Campaign San Antonio Q3'18 OP003064,OP003064,Automotive
Red Lobster Spark/APEX US Event 4 Q4'18 OP003065,OP003065,Quick Service Restaurant (QSR)
Lyft Blue449/APEX US College Campaign NorCal Q3'18 OP003058,OP003058,Automotive
Lyft Blue449/APEX US College Campaign Dallas Q3'18 OP003056,OP003056,Automotive
Ace Hardware Spark/APEX US General Campaign Q4'18 OP003050,OP003050,Home & Garden
Lyft Blue449/APEX US College Campaign Sacramento Q3'18 OP003061,OP003061,Automotive
California Avocado Commission Mullen CA Q2'19 OP003066,OP003066,CPG/Food & Drink
Confidential Digital Vantage US Influencer Campaign Q3-Q4'18 OP003046,OP003046,Technology & Computing
"Starbucks Spark/APEX US ""At Home"" Always On Heavy Up Q4'18 OP003047",OP003047,CPG/Food & Drink
Lyft Blue449/APEX US College Campaign Athens Q3'18 OP003053,OP003053,Automotive
CA Lottery Casanova CA Jackpot Alerts Q4'18 OP003045,OP003045,Marketing & Media Services
Nature's Way Spark US Sambucus Q4'18 OP003048,OP003048,Health & Fitness
Dairy Queen Spark/APEX US Premium OLV Food Q4'18 -'19 OP003051,OP003051,Quick Service Restaurant (QSR)
Lyft Blue449/APEX US College Campaign Ottawa Q3'18 OP003067,OP003067,Automotive
Lyft Blue449/APEX US College Campaign Toronto Q3'18 OP003068,OP003068,Automotive
Lyft Blue449/APEX US College Campaign Orlando Q3'18 OP003059,OP003059,Automotive
Lyft Blue449/APEX US College Campaign San Diego Q3'18 OP003060,OP003060,Automotive
Nature's Path MediaPlus Seattle Brand Awareness Q4'18 OP003052,OP003052,Health & Fitness
FCA Publicis/APEX US Ram TRX Lead Gen + Reveal Q3'20 OP005440,OP005440,Automotive
Novartis Starcom/APEX US Cosentyx AS 'Branded' FY'19 OP003043,OP003043,Health & Fitness
"The Macallan Zenith/APEX US ""Make the Call"" Digital Campaign Q4'18-Q1'19 OP003042",OP003042,Alcohol/LDA
Lyft Blue449/APEX US College Campaign Charlotte Q3'18 OP003055,OP003055,Automotive
Novartis Starcom/APEX US Cosentyx PsA FY'19 OP003044,OP003044,Health & Fitness
Lyft Blue449/APEX US College Campaign Tampa Q3'18 OP003063,OP003063,Automotive
Grupo Bimbo Starcom/APEX Canada Pull Aparts Q4'18 OP003049,OP003049,CPG/Food & Drink
Novartis Starcom/APEX US Cosentyx PsO FY'19 OP003041,OP003041,Health & Fitness
Lyft Blue449/APEX US College Campaign LA Outer Q3'18 OP003057,OP003057,Automotive
JL Media_University of Rhode Island OP009826,OP009826,Education
ATT Hearts & Science US Mobility Postpaid LOB Demand Gen Digital Pubs ILAAS Q3'21 OP009827,OP009827,Telecommunication
Lyft Blue449/APEX US Halloween PAX Q4'18 OP003072,OP003072,Automotive
Lyft Blue449/APEX Chicago Round Up & Donate Q4'18 OP003075,OP003075,Automotive
Novartis Starcom/APEX US Entresto FY'19 OP003073,OP003073,Health & Fitness
RP2USA H2Media UK Nissan Lead Generation Campaign Q3'21 OP009831,OP009831,Automotive
Denver Zoo Centro US Millennials Q4'18 OP003071,OP003071,Travel & Tourism
Grupo Bimbo Starcom/APEX US Marinela HSBG FY'19 OP003081,OP003081,CPG/Food & Drink
Novartis Starcom/APEX US Siponimod 'Unbranded' Q1-Q4'19 OP003084,OP003084,Health & Fitness
AT&T Hearts & Science US Cell Phone Buyers Q3'18 OP003070,OP003070,Telecommunication
Paramount Home Entertainment Wavemaker US Star Trek Discovery S1 DVD Q4'18 OP003074,OP003074,Arts & Entertainment
Honda Powersports Initiative US CRF OCT Q4'18 OP003079,OP003079,Automotive
Grupo Bimbo Starcom/APEX US Entenmann's Little Bites Q1-Q4'19 OP003087,OP003087,CPG/Food & Drink
Spin Master Initiative US Kinetic Sand Q1-Q2'19 OP003088,OP003088,CPG
Ace Hardware Spark/APEX US Orchard Supply Location Q4'18 OP003077,OP003077,Home & Garden
"Starbucks Spark/APEX US ""At Home"" Always On Local Q4'18 OP003069",OP003069,CPG/Food & Drink
Southwest Airlines Spark Foundry LOS ANGELES Q4'18 OP003086,OP003086,Travel & Tourism
Nature Made Neo-Mindshare US Nurish Awareness ILAAS Q3-Q4'20 OP005453,OP005453,CPG
Spin Master Initiative US Bakugan Awareness Q1-Q2'19 OP003078,OP003078,CPG
Hanes Spark Foundry US Champion Q4'18 OP003082,OP003082,"Retail, Style & Fashion"
Grupo Bimbo Starcom/APEX US Thomas' English Muffins FY'19 OP003106,OP003106,CPG/Food & Drink
Starbucks Spark/APEX US Craft Coffee Q4'18 OP003105,OP003105,Quick Service Restaurant (QSR)
Lyft Blue449/APEX US College Campaign Las Vegas Q4'18 OP003124,OP003124,Automotive
Lyft Blue449/APEX US College Campaign Tampa Q4'18 OP003135,OP003135,Automotive
Lyft Blue449/APEX US College Campaign NY NJ (JUNY) Q4'18 OP003122,OP003122,Automotive
Grupo Bimbo Starcom/APEX US Thomas' Bagels FY'19 OP003114,OP003114,CPG/Food & Drink
Lyft Blue449/APEX US College Campaign NorCal Q4'18 OP003127,OP003127,Automotive
Lyft Blue449/APEX US College Campaign Dallas Q4'18 OP003121,OP003121,Automotive
Lyft Blue449/APEX US College Campaign Orlando Q4'18 OP003128,OP003128,Automotive
Lyft Blue449/APEX US College Campaign Athens Q4'18 OP003116,OP003116,Automotive
Lyft Blue449/APEX US College Campaign Penn/Del Q4'18 OP003130,OP003130,Automotive
Lyft Blue449/APEX US College Campaign Miami Q4'18 OP003126,OP003126,Automotive
News Nation APEX/Publicis Select DMAs News Nation Q3-Q4'21 OP009652,OP009652,Uncategorized
Lyft Blue449/APEX US College Campaign San Jose Q4'18 OP003136,OP003136,Automotive
Lyft Blue449/APEX US College Campaign San Antonio Q4'18 OP003137,OP003137,Automotive
Lyft Blue449/APEX US College Campaign Toronto Q4'18 OP003138,OP003138,Automotive
Lyft Blue449/APEX US College Campaign Sacramento Q4'18 OP003134,OP003134,Automotive
Lyft Blue449/APEX US College Campaign Los Angeles LAX Q4'18 OP003125,OP003125,Automotive
Lyft Blue449/APEX US College Campaign Phoenix Q4'18 OP003139,OP003139,Automotive
Lyft Blue449/APEX US College Campaign San Francisco Q4'18 OP003141,OP003141,Automotive
Lyft Blue449/APEX US College Campaign Brooklyn Q4'18 OP003119,OP003119,Automotive
Lyft Blue449/APEX US College Campaign Washington DC Q4'18 OP003131,OP003131,Automotive
Apple OMD US_ATV+ Ted Lasso S2_ILAAMS Q3'21 OP009654,OP009654,Arts & Entertainment
Sony Music US Tall Heights Awareness Q4'18 OP003109,OP003109,Arts & Entertainment
FOX TH Zenith/APEX Canada The Hate U Give Q4'18 OP003108,OP003108,Arts & Entertainment
Pizza Hut Blue 449/APEX US $5 Line Up TrueView for Action Q4'18 OP003242,OP003242,Quick Service Restaurant (QSR)
Lyft Blue449/APEX US College Campaign Atlanta Q4'18 OP003117,OP003117,Automotive
Whataburger McGarrah Jessee US FY'19 OP003098,OP003098,Quick Service Restaurant (QSR)
TJX Starcom/APEX Canada Winners Winter Wear Q4'18 OP003107,OP003107,"Retail, Style & Fashion"
Lyft Blue449/APEX US College Campaign San Diego Q4'18 OP003140,OP003140,Automotive
Lyft Blue449/APEX US College Campaign Charlotte Q4'18 OP003120,OP003120,Automotive
Huawei Spark/APEX US Holiday Matebook Series Holiday Q4'18 OP003089,OP003089,Technology & Computing
ALA Edelman US America's #1 Serial Killer Q4'18 OP003092,OP003092,Health & Fitness
AEB Starcom/APEX US How Do You Like Your Eggs Q1'19 OP003104,OP003104,CPG/Food & Drink
Sony Music US Paul Simon Awareness Q4'18 OP003102,OP003102,Arts & Entertainment
Lyft Blue449/APEX US College Campaign Boston Q4'18 OP003118,OP003118,Automotive
Lyft Blue449/APEX US College Campaign LA Outer Q4'18 OP003123,OP003123,Automotive
Prudential US World Solutions Group Q4'18 OP003091,OP003091,"Business, Finance, Real Estate"
Five Guys Moxie/APEX US & Canada Awareness Q4'18 OP003103,OP003103,Quick Service Restaurant (QSR)
Grupo Bimbo Starcom/APEX US HSBG Branding FY'19 OP003110,OP003110,CPG/Food & Drink
Lyft Blue449/APEX US College Campaign Ottawa Q4'18 OP003129,OP003129,Automotive
City of Denver Marijuana Amelie Denver Marijuana Q3'21 OP009653,OP009653,"Law, Govt & Politics"
Reliant Energy Blue 449/APEX US Google Mini Home Security Q4'18 OP003097,OP003097,Energy Oil/Gas
Spin Master Initiative US Bakugan Spring Q1'21 OP007230,OP007230,CPG
Spin Master Initiative US Present Pets Spring Q1'21 OP007233,OP007233,CPG
Spin Master Initiative US Mighty Express Spring Q1'21 OP007329,OP007329,CPG
Jackson Spalding: Orkin Pest Control Q2 OP001583,OP001583,Home & Garden
La Prairie Essence In Lotion AMP USA Q3 2017 OP002017,OP002017,CPG
Spin Master Initiative US Hatchimals Spring Q1'21 OP007232,OP007232,CPG
MGM Online Gaming Sapient USA Q3-Q4 2017 OP002026,OP002026,Hobbies & Interests
Duke's Mayonnaise GRP Media Duke's Mayonnaise Q2-Q4'21 OP006898,OP006898,CPG/Food & Drink
Time Inc: InStyle Revlon Beauty 2017 OP001560,OP001560,
California Milk Advisory Board Deutsch DMA YouTube FY'21 OP006927,OP006927,CPG/Food & Drink
Invisalign Publicis/APEX US Adults Non-Skip Q1'21 OP006924,OP006924,Health & Fitness
BudLight Multicultural Test Campaign OP001658,OP001658,Alcohol/LDA
Western Pest Jackson Spalding US Pest Services US FY'18 OP002304,OP002304,Home & Garden
GoldieBlox US Netflix We Can Be Heroes IL as a Managed Service Q4'20-Q1'21 OP006966,OP006966,Family & Parenting
EDD Paid Family Leave Sensis CA Campaign FY'21 OP007290,OP007290,Family & Parenting
Mars Starcom/APEX US Twix 2017 OP001561,OP001561,CPG
DPSG: Dr. Pepper Initiative US Dr. Pepper Base Q1-Q3'17 OP001589,OP001589,CPG/Food & Drink
Chipotle MediaHub US Behind the Foil 6.0+Quesadilla Q1-Q2'21 OP007068,OP007068,Quick Service Restaurant (QSR)
McDonalds: SF/Mon/Sal Regional Q1-Q4 2017 OP001662,OP001662,Quick Service Restaurant (QSR)
Nature Made Neo-Mindshare US Nature Made Brand Awareness ILAAS Q1'21 OP007066,OP007066,CPG
Invisalign Publicis/APEX US Teens Bumper Q1'21 OP006921,OP006921,Health & Fitness
Mattel Spark/APEX US Polly Pocket Spring 2019 Q1-Q3'19 OP003241,OP003241,CPG
Kona Brewing: Kona Custom Partnership Q2-Q3 2017 OP001604,OP001604,
Del Monte Starcom/APEX US Whiskey Hollow Q4'17 OP002202,OP002202,CPG/Food & Drink
AT&T BPI Media US Inauguration Push ILAAS Q1 2021 OP007049,OP007049,Telecommunication
Spin Master_Direct_US Tech Deck 2021 OP008781,OP008781,"Retail, Style & Fashion"
Campbell's Spark/APEX US Pace Director's Mix FH21 Q2'21 OP007172,OP007172,CPG/Food & Drink
Lowe's Starcom/APEX USA TrueView+Bumper FIX Q3-Q4'17 OP002206,OP002206,Home & Garden
Delta Faucet Spark/APEX US 2017/2018 Campaign Q3'17-Q1'18 OP002214,OP002214,Home & Garden
Polaris Spark Foundry/APEX US Snowmobiles Q3-Q4'18 OP002851,OP002851,Automotive
Egg Farmers of Ontario: Animal Lovers Campaign 2017 OP001584,OP001584,
Southwest Airlines Spark Foundry LOS ANGELES FY'18 OP002776,OP002776,Travel & Tourism
Southwest Airlines Spark Foundry BAY AREA FY'18 OP002774,OP002774,Travel & Tourism
Far East Movement Transparent Agency Tiffany 'Runaway' MV Q2'19 OP003564,OP003564,Arts & Entertainment
Karisma Resorts: El Dorado Spa & Resort Q3 2017 OP001656,OP001656,Travel & Tourism
The Salvation Army The Richards Group US  Red Kettle Campaign Q4 2017 OP002030,OP002030,Charitable Foundations
Merrick Publicis/APEX US Pet Food Reach Q1-Q2'21 OP006935,OP006935,CPG
Apple OMD US_ATV+ Losing Alice Trailer_ILAAMS Q1'21 OP007015,OP007015,Arts & Entertainment
Invisalign Publicis/APEX US Moms Bumpers Q1'21 (FY21) OP006923,OP006923,Health & Fitness
DPSG: Snapple Initiative US Snapple Base Q2-Q3'17 OP001622,OP001622,CPG/Food & Drink
Drive Sober or Get Pulled Over Media Brokers Alabama Drive Sober Labor Day Q3'18 OP002925,OP002925,Education
Thryv Blue 449/APEX US Small Business Q3'18 OP002927,OP002927,"Business, Finance, Real Estate"
Amazon Prime Video Initiative US Pete The Cat S1A Q3'18 OP002926,OP002926,Arts & Entertainment
Pizza Hut Blue 449/APEX US Football Video Q3'18 OP002956,OP002956,Quick Service Restaurant (QSR)
